Name,Address,City,St,Zip,Phone
New Millennium,1709 West Oak Ridge Road,Orlando, Florida,32809,4078882555
New York China Buffet,12173 South Apopka Vineland Ro,Orlando, Florida,32836,4072389198
New York Deli Subs,693 North Orange Avenue,Orlando, Florida,32801,4076494900
New York Pizza Club,2753 North Hiawassee Road,Orlando, Florida,32818,4072980083
Next Day Gourmet,2301 Premier Row,Orlando, Florida,32809,4078597300
Niccolis Subs in Orlando,6602 Old Winter Garden Road,Orlando, Florida,32835,4072937020
Nikkis Hot Dogs,429 West Church Street,Orlando, Florida,32801,4076497166
Nikkis Place Southern Cuisine,742 Carter Street,Orlando, Florida,32805,4074255301
No One Chinese Restaurant,12317 South Orange Blossom Tra,Orlando, Florida,32837,4078269998
Noodle House,2101 East Colonial Drive,Orlando, Florida,32803,4072284090
Normandie LA,2021 East Colonial Drive,Orlando, Florida,32803,4078969976
Numero Uno Restaurant,2499 South Orange Avenue,Orlando, Florida,32806,4078413840
NYPD,373 North Orange Avenue,Orlando, Florida,32801,4078726973
Oak Ridge Cafe,2340 West Oak Ridge Road,Orlando, Florida,32809,4072402341
Oakwood Gates Of Harbortown (Ip),2333 Lake Debra Dr,Orlando, Florida,32835,8005449537
Oboys Real Smoked Bar-B-Q,924 West Colonial Drive,Orlando, Florida,32804,4074256269
Ocean Grill,6432 International Drive,Orlando, Florida,32819,4073529993
October Rice Inc,827 Good Homes Road,Orlando, Florida,32818,4072990890
Ohana Feast,Disney's Polynesian,Orlando, Florida,32830,4078241334
Olde Dixie Fried Chicken Inc,5925 South Orange Avenue,Orlando, Florida,32809,4078550681
Oleys Homestyle Cooking,2720 South Rio Grande Avenue,Orlando, Florida,32805,4074227288
Olivias Cafe,Disney's Old Key Wes,Orlando, Florida,32830,4079393463
Olympia Restaurant,8505 East Colonial Drive,Orlando, Florida,32817,4072737836
Omega Deli Restaurant,315 East Robinson Street,Orlando, Florida,32801,4078416674
Omni Rosen Convention Hotel - Everglades Restauran,9840 International Drive,Orlando, Florida,32819,4079962385
Oneils of Boston,2849 South Orange Avenue,Orlando, Florida,32806,4079992554
Orange Avenue Antique Market,1829 North Orange Avenue,Orlando, Florida,32804,4078955590
Orange Tree Golf Club - Restaurant,7540 Woodgreen Drive,Orlando, Florida,32819,4073514041
Orchid Siam Restaurant,7575 Universal Boulevard,Orlando, Florida,32819,4073510821
Orient Cafe,4525 South Semoran Boulevard,Orlando, Florida,32822,4073805583
Original Buffalo Wings & Subs,4152 West Oak Ridge Road,Orlando, Florida,32809,4073544476
Orlando - Winter Park,5300 Adanson St,Orlando, Florida,32810,4076471444
Orlando Ale House,1667 Florida Mall Avenue,Orlando, Florida,32809,4072404080
Orlando Barbeque,5601 South Orange Avenue,Orlando, Florida,32809,4078519392
Orlando Central Knights Inn,221 E Colonial Dr,Orlando, Florida,32801,4074259065
Orlando Renaissance Hotel,5445 Forbes Place,Orlando, Florida,32812,4072401000
Orlando-Days Inn And Lodge Fl Mall/Airport,1851 W Landstreet Rd,Orlando, Florida,32809,4078597700
Orlando-Days Inn East,11639 E Colonial Dr,Orlando, Florida,32817,4072822777
Orlando-Days Inn International Drive,7200 International Dr,Orlando, Florida,32819,4073511200
Orlando-Days Inn W. Colonial Dr.,3956 W Colonial Dr,Orlando, Florida,32808,4072911452
OSC Cafe,400 West Robinson Street,Orlando, Florida,32801,4076499944
Oscars Restaurant,4008 South Orange Blossom Trai,Orlando, Florida,32839,4079994989
Ostromboli Italian Restaurant,1803 East Winter Park Road,Orlando, Florida,32803,4076473872
Outback Restaurant,Wyndham Palace Resorthe Walt,Orlando, Florida,32830,4078273430
Outback Steakhouse - Florida Mall,1301 Florida Mall Avenue,Orlando, Florida,32809,4072406857
Oyaji Japanese Cuisine,6935 Municipal Drive,Orlando, Florida,32819,4073540860
Padrinos Pizza,6420 Winegard Road,Orlando, Florida,32809,4078572331
Paesanos Liquors & Ristorante,12525 State Road 535,Orlando, Florida,32836,4078271101
Paisanos Pizza Restaurant,1272 West Holden Avenue,Orlando, Florida,32839,4078519360
Palacio Chino,13898 Landstar Boulevard,Orlando, Florida,32824,4078510078
Panera Bread Restaurant,296 East Michigan Street,Orlando, Florida,32806,4074819880
Panera Bread Restaurant,11472 University Boulevard,Orlando, Florida,32817,4072734411
Papa BS,2736 South Chickasaw Trail,Orlando, Florida,32829,4072777789
Papa BS Grill and Eatery,4544 Curry Ford Road,Orlando, Florida,32812,4073067878
Papa Joes Pizza of Waterford Lakes,851 North Alafaya Trail,Orlando, Florida,32828,4072774744
Papa John's Pizza - Dr Phillips Area,5922 Turkey Lake Road,Orlando, Florida,32819,4073637272
Papa John's Pizza - Pine Hills,6310 West Colonial Drive,Orlando, Florida,32818,4072997272
Papa John's Pizza - South Winterpark Downtown Orla,1501 North Mills Avenue,Orlando, Florida,32803,4078957272
PARC Public Inc,6300 Parc Corniche Drive,Orlando, Florida,34741,4072382641
Parkys Deli,71 East Church Street,Orlando, Florida,32801,4078419878
Pasquales,13212 East Colonial Drive,Orlando, Florida,32826,4072499991
Passage To India,5532 International Drive,Orlando, Florida,32819,4073513456
Patios Cafe,6096 East Colonial Drive,Orlando, Florida,32807,4072814700
Peabody Hotel,9801 International Drive,Orlando, Florida,32819,4073524000
Peacock Garden Restaurant,6121 Westwood Boulevard,Orlando, Florida,32821,4073630103
Pearls Chinese Restaurant,5438 Central Florida Parkway,Orlando, Florida,32821,4072381515
Pebbles Restaurant,17 West Church Street,Orlando, Florida,32801,4078390892
Pebbles Restaurant,12551 State Road 535,Orlando, Florida,32836,4078271111
Pembroke Deli,1800 Pembrook Drive,Orlando, Florida,32810,4079165777
Peoples Choice,913 South Goldwyn Avenue,Orlando, Florida,32805,4075223963
Pepper Market,1001 West Buena Vista Drive,Orlando, Florida,32830,4079393593
Perkins Family Restaurant 1244,11662 University Boulevard,Orlando, Florida,32817,4073843383
Perkins Family Restaurant and Bakery,12559 State Road 535,Orlando, Florida,32836,4078271060
Perkins Family Restaurants,6813 West Sand Lake Road,Orlando, Florida,32819,4073510373
Perkins Family Restaurants,7451 Spacecoast Parkway,Orlando, Florida,32801,4078963725
Perkins Family Restaurants,5705 La Costa Drive,Orlando, Florida,32807,4072755620
Perkins Family Restaurants,Highway 192 East,Orlando, Florida,32801,4074231858
Perkins Family Restaurants,2001 Consulate Drive,Orlando, Florida,32837,4078590018
Pet Deli,3883 West Colonial Drive,Orlando, Florida,32808,4075220220
Philly Connection Restaurant,13025 South Orange Blossom Tra,Orlando, Florida,32837,4078548585
Phuongdong Restaurant,914 North Mills Avenue,Orlando, Florida,32803,4078986553
Piccadilly Cafeteria 20 Fashion Square Mall,3371 East Colonial Drive,Orlando, Florida,32803,4078960856
Piccadillys Cafeteria,1840 East Colonial Drive,Orlando, Florida,32803,4078962091
Pickles,201 South Rosalind Avenue,Orlando, Florida,32801,4074269064
Pierres Steakhouse,801 North John Young Parkway,Orlando, Florida,32804,4072933333
Pine Garden Restaurant,429 North Alafaya Trail,Orlando, Florida,32828,4072828889
Pine St Bar & Grill,68 East Pine Street,Orlando, Florida,32801,4078721947
PIO PIO Restaurant,11236 South Orange Blossom Tra,Orlando, Florida,32837,4074385677
Pirates Dinner Adventure,6400 Carrier Drive,Orlando, Florida,32819,4072480590
PISA Italian Pizza & Restaurant Inc,7058 West Colonial Drive,Orlando, Florida,32818,4075782759
Pizza Mania,2911 39th Street,Orlando, Florida,32839,4078393444
Pizza Port,4530 Hoffner Avenue,Orlando, Florida,32812,4078590130
Planet Pizza,14 West Washington Street,Orlando, Florida,32801,4076508859
Planet Smoothie,37 N Orange Ave,Orlando, Florida,32801,4074470367
Planet Smoothie,3011 Edgewater Drive,Orlando, Florida,32804,4073160052
Planet Smoothy,2561 South Kirkman Road,Orlando, Florida,32811,4072969409
Planet Smoothy,2451 South Hiawassee Road,Orlando, Florida,32835,4072960500
Planet Smoothy,898 East Washington Street,Orlando, Florida,32801,4079998993
Players Sports Pub,4432 Curry Ford Road,Orlando, Florida,32812,4072737363
Po' Boys Creole Cafe,50 E Central Blvd,Orlando, Florida,32801,4078395852
Pollo D Oro,2525 West Colonial Drive,Orlando, Florida,32804,4072992210
Pollo Rico Rotisserie,4006 South Semoran Boulevard,Orlando, Florida,32822,4073815519
Pollos PIO PIO,5752 International Drive,Orlando, Florida,32819,4072486424
Portobello Yacht Club Restaurant,Downtown Disney Plea,Orlando, Florida,32830,4079348888
Power Subs,9251 South Orange Blossom Trai,Orlando, Florida,32837,4072401149
Primo Hoagies,223 North Magnolia Avenue,Orlando, Florida,32801,4074230123
Princeton Diner,3310 Edgewater Drive,Orlando, Florida,32804,4074255046
PRS Mexican Restaurant,4768 South Kirkman Road,Orlando, Florida,32811,4072938226
PU YI Chinese Restaurant,10169 University Boulevard,Orlando, Florida,32817,4076788188
Punjab Indian Restaurant,7451 International Drive,Orlando, Florida,32819,4073527887
Queen Bees Soul Food Restaurant,3214 Orange Center Boulevard,Orlando, Florida,32805,4072991001
R N O Seafood Diner,946 South Orange Avenue,Orlando, Florida,32806,4078410403
Race Rock,8986 International Drive,Orlando, Florida,32819,4072489876
Rachels South,8701 South Orange Avenue,Orlando, Florida,32824,4078589800
Rainforest Cafe,505 North Rainforest Road,Orlando, Florida,32830,4079389100
Rainforest Cafe A Wild Place To Shop & Eat,Downtown Disney Mark,Orlando, Florida,32830,4078278500
Rajs Roadside Deli,629 Delhi Street,Orlando, Florida,32808,4074453064
Rangetsu of Tokyo,8400 International Drive,Orlando, Florida,32819,4073450044
Rangoli Sweet of America,6100 Old Winter Garden Road,Orlando, Florida,32835,4072911616
Restaurant Maintenance CO,1719 South Division Avenue,Orlando, Florida,32805,4074257973
Restaurant Partners,112 East Concord Street,Orlando, Florida,32801,4078395070
Restaurant Popular,1919 South Orange Blossom Trai,Orlando, Florida,32805,4078433327
Rincon Criollo,331 North Orange Avenue,Orlando, Florida,32801,4078721128
Ristorante Italia,730 Sand Lake Road,Orlando, Florida,32809,4078161199
Riviera Italiana FD Enterprises,5334 Central Florida Parkway,Orlando, Florida,32821,4072929228
Roadhouse Grill,2881 South Orange Avenue,Orlando, Florida,32806,4074812991
Roadhouse Grill Inc,3789 South Kirkman Road,Orlando, Florida,32811,4074451685
Rock,741 West Church Street,Orlando, Florida,32805,4078435202
Rogers Diner,2920 Corrine Drive,Orlando, Florida,32803,4078948871
Roma Foods,7520 Chancellor Drive,Orlando, Florida,32809,8003667662
Ronnies Steakhouse,7500 International Drive,Orlando, Florida,32819,4073133000
Rossis Pizzeria and Lounge,5919 South Orange Blossom Trai,Orlando, Florida,32809,4078555755
Royal Thai Restaurant,1202 North Semoran Boulevard,Orlando, Florida,32807,4072750776
Roys,7760 West Sand Lake Road,Orlando, Florida,32819,4073524844
Ruby Tuesdays,13145 South Orange Blossom Tra,Orlando, Florida,32837,4078548307
Rubys Jamaican Cuisine,720 North Hastings Street,Orlando, Florida,32808,4072906677
Ruth's Chris Steak House,7501 West Sand Lake Road,Orlando, Florida,32819,4072263900
Ryans Steak House,1754 South Econlockhatchee Tra,Orlando, Florida,32825,4073810595
Saigon Garden Restaurant,710 South Goldenrod Road,Orlando, Florida,32822,4076581967
Saigon Subs Inc,1242 East Colonial Drive,Orlando, Florida,32803,4078971278
Saigon Wok,863 North Alafaya Trail,Orlando, Florida,32828,4072071000
Sal's Pizza,5667 Vineland Road,Orlando, Florida,32819,4073550299
Sam Sneads Tavern,2461 South Hiawassee Road,Orlando, Florida,32835,4072959999
Sam Sneads Tavern,301 East Pine Street,Orlando, Florida,32801,4079990109
Samba Room,7468 West Sand Lake Road,Orlando, Florida,32819,4072260550
Sams Snacks,2155 West Colonial Drive,Orlando, Florida,32804,4078491616
San Angel Inn,7101 Presidents Drive,Orlando, Florida,32809,4078540039
San Joses Original Mexican Restaurant,7427 West Colonial Drive,Orlando, Florida,32818,4075237577
Sand Trapp Inn,14205 East Colonial Drive,Orlando, Florida,32826,4072752667
Sandwich King,207 North Primrose Drive,Orlando, Florida,32803,4078961981
Santa Fe Buffett,7056 South Kirkman Road,Orlando, Florida,32819,4073512201
Sapphire Supper Club,54 North Orange Avenue,Orlando, Florida,32801,4072461419
Save N PAC - Store Number 1903,10681 East Colonial Drive,Orlando, Florida,32817,4073811750
Sergios Restaurant,355 North Orange Avenue,Orlando, Florida,32801,4074286162
Shakera West Indian Restaurant,2615 North Pine Hills Road,Orlando, Florida,32808,4072902462
Shakers American Cafe,1308 Edgewater Drive,Orlando, Florida,32804,4074223534
Shalimar Tandoor & Grill,7342 International Drive,Orlando, Florida,32819,4072269797
Shamiana Restaurant,7040 International Drive,Orlando, Florida,32819,4073541160
Shanghai Restaurant,5161 South John Young Parkway,Orlando, Florida,32839,4078511178
Shannons Casual Cafe,4401 South Orange Avenue,Orlando, Florida,32806,4078559995
Shaprika Enterprises Inc,5594 North Orange Blossom Trai,Orlando, Florida,32810,4072962300
Sharons Place,4905 South Orange Avenue,Orlando, Florida,32806,4078569565
Shell's Seafood Restaurant,852 Lee Road,Orlando, Florida,32810,4076283968
Shin Jung Korean Restaurant,1638 East Colonial Drive,Orlando, Florida,32803,4078957345
Shogun Restaurant,6327 International Drive,Orlando, Florida,32819,4073521607
Shoney's Restaurants - Kissimmee,12204 South Apopka Vineland Ro,Orlando, Florida,32836,4072395416
Sicilian Pizzeria & Restaurant,820 Lee Road,Orlando, Florida,32810,4075994487
Silver Star Buffet,3075 Silver Star Road,Orlando, Florida,32808,4072923737
Sizzler Restaurants,6308 International Drive,Orlando, Florida,32819,4072489711
Sizzler Restaurants,9142 International Drive,Orlando, Florida,32819,4073515369
Sizzler Restaurants,12195 South Apopka Vineland Ro,Orlando, Florida,32836,4072381551
Sizzler Restaurants Regional Office,7800 Southland Boulevard,Orlando, Florida,32809,4078560122
Sizzling Wok Inc,Po Box 691088,Orlando, Florida,32869,4074388389
Smokey Bones BBQ & Sports Bar,PO Box 593330,Orlando, Florida,32859,4072492009
Smokey Bones BBQ & Sports Bar,3400 E Colonial Dr,Orlando, Florida,32803,4078941511
Smokey Bones BBQ & Sports Bar,7225 W Colonial Dr,Orlando, Florida,32818,4072933330
Smokey Bones BBQ & Sports Bar,7225 West Colonial Drive,Orlando, Florida,32818,4072933330
Sobiks of East Colonial,6793 East Colonial Drive,Orlando, Florida,32807,4072824774
Sobiks Subs,1010 Lee Road,Orlando, Florida,32810,4076291835
Sobiks Subs,2345 East Michigan Street,Orlando, Florida,32806,4078989115
Sobiks Subs Downtown,217 North Magnolia Avenue,Orlando, Florida,32801,4076508744
Sobiks Subs of Edgewater Restaurant,6194 Edgewater Drive,Orlando, Florida,32810,4072986418
Sobiks Subs of Oak Ridge Road,1710 West Oak Ridge Road,Orlando, Florida,32809,4078567151
Sobiks Subs of Sand Lake Road,1925 Sand Lake Road,Orlando, Florida,32809,4078570146
Sobiks Subs of So Obt,9521 South Orange Blossom Trai,Orlando, Florida,32837,4078560940
"Sonic Drive In's Corp. Offices -- Orlando, FL.",5306 North Orange Blossom Trai,Orlando, Florida,32810,4072989200
Sonny's Real Pit Bar-B-Q - Catering,Greater,Orlando, Florida,32801,4076608888
Sopranos Pizza II,2425 East Colonial Drive,Orlando, Florida,32803,4078985808
Sopranos Ristorante & Pizzeria,3990 Curry Ford Road,Orlando, Florida,32806,4078959334
Spicy Hot Restaurant,2141 West Colonial Drive,Orlando, Florida,32804,4078432251
Stadium Club Cafe & Pub,825 Courtland Street,Orlando, Florida,32804,4075999334
Stallones Italian Eatery,4626 South Kirkman Road,Orlando, Florida,32811,4072935777
Station 441,2 South Orange Blossom Trail,Orlando, Florida,32805,4074253772
Steak & Ale Restaurant,7320 West Colonial Drive,Orlando, Florida,32818,4074456409
Steak and Ale Restaurants,828 North Semoran Boulevard,Orlando, Florida,32807,4072733981
Steak and Ale Restaurants,6115 Westwood Boulevard,Orlando, Florida,32821,4073520526
Steak'n Shake,13133 South Orange Blossom Tra,Orlando, Florida,32837,4072408740
Steak-Out,5490 South Orange Blossom Trai,Orlando, Florida,32839,4078889565
Steak-Out,1119 East Colonial Drive,Orlando, Florida,32803,4078956400
Stonewood Tavern and Grill,5078 Dr Phillips Boulevard,Orlando, Florida,32819,4072927886
Stoneybrook Golf Club,2900 Northampton Avenue,Orlando, Florida,32828,4077374100
Straubs Seafood,5101 East Colonial Drive,Orlando, Florida,32803,4072739330
Subs Plus,5368 Central Florida Parkway,Orlando, Florida,32821,4072391764
Subs To Go Inc,3444 Old Winter Garden Road,Orlando, Florida,32805,4072959846
Subway at Lake Olympia,1569 Silver Star Road,Orlando, Florida,32804,4072970560
Subway Sandwich Shops,2394 West Oak Ridge Road,Orlando, Florida,32809,4078552030
Subway Sandwich Shops,11314 South Orange Blossom Tra,Orlando, Florida,32837,4078592017
Subway Sandwich Shops,1742 South Orange Avenue,Orlando, Florida,32806,4078410181
Subway Sandwich Shops,8096 South Orange Blossom Trai,Orlando, Florida,32809,4078570292
Subway Sandwich Shops,4678 South Orange Blossom Trai,Orlando, Florida,32839,4078504300
Subway Sandwich Shops,2008 East Colonial Drive,Orlando, Florida,32803,4078982181
Sunburst Sub Shop,912 West Central Boulevard,Orlando, Florida,32805,4074255866
Sunflower Chinese Kitchen,5152 South Conway Road,Orlando, Florida,32812,4078580368
Sunrise Restaurant,1125 South Semoran Boulevard,Orlando, Florida,32807,4077360771
Sunset Grill,5800 Universal Boulevard,Orlando, Florida,32819,4075033463
Sushi Hatsu Japanese Restaurant,24 East Washington Street,Orlando, Florida,32801,4074221551
Sushi House,1311 Florida Mall Avenue,Orlando, Florida,32809,4078129767
Sweet Tomatoes,6877 South Kirkman Road,Orlando, Florida,32819,4073631616
Sweet Tomatoes,4678 East Colonial Drive,Orlando, Florida,32803,4078968770
Szechwan House Chinese Rest,10488 Cresto Delsol Circle,Orlando, Florida,32817,4072814443
Ta Tung Fast Food Restaurant,10025 East Colonial Drive,Orlando, Florida,32817,4072491302
Tai Won Restaurant,2125 Americana Boulevard,Orlando, Florida,32839,4078265122
TAJ Indian Restaurant,6524 Carrier Drive,Orlando, Florida,32819,4073525510
Takeout Express,7111 Grand National Drive,Orlando, Florida,32819,4073521170
Tanquerays Bar & Grille,100 South Orange Avenue,Orlando, Florida,32801,4076498540
Taste of Hong Kong,6540 Carrier Drive,Orlando, Florida,32819,4072482863
Taste of Japan,7637 Turkey Lake Road,Orlando, Florida,32819,4073630360
Tasty Thai Cuisine,3806 Curry Ford Road,Orlando, Florida,32806,4078956266
Tasty Wok,1246 East Colonial Drive,Orlando, Florida,32803,4078968988
TAZA Restaurant Corporate Office,8016 Golden Sky Lane,Orlando, Florida,32809,4078579111
Tega Com,4553 South kirkman Suite 3,Orlando, Florida,32811,4072965548
Texas Cattle Company Catering,1260 Central Florida Parkway,Orlando, Florida,32837,4078518400
Thai Cuisine Restaurant,5405 Edgewater Drive,Orlando, Florida,32810,4072929474
Thai Golden Palace,649 North Primrose Drive,Orlando, Florida,32803,4078965849
Thai House,2117 East Colonial Drive,Orlando, Florida,32803,4078980820
The Boheme Restaurant,325 South Orange Ave.,Orlando, Florida,32801,4073139000
The Game Of Love,5139 Letha Street,Orlando, Florida,32811,4076575435
The Globe,25 wall street plaza,Orlando, Florida,32803,4074221669
The Little Sub Shop,7371 Lake Underhill Road,Orlando, Florida,32822,4072751037
The Racing Cafe,2603 East South Street,Orlando, Florida,32803,4072289985
The Sapphire,54 N Orange Ave,Orlando, Florida,32801,4072461599
Theos Kitchen,435 East Michigan Street,Orlando, Florida,32806,4078490810
Thirsty Whale Sports Bar & Grill,2503 South Kirkman Road,Orlando, Florida,32811,4075234200
Thornton Park Diner,4 North Summerlin Avenue,Orlando, Florida,32801,4078491211
TIEN Garden Chinese Restaurant,11786 East Colonial Drive,Orlando, Florida,32817,4072811864
Timpano Italian Chophouse,7488 West Sand Lake Road,Orlando, Florida,32819,4072480429
Tinos Cuban Food Inc.,7624 Sun Vista Way,Orlando, Florida,32822,4073846668
Tirami Su Cafe,1600 North Orange Avenue,Orlando, Florida,32804,4072280303
Tom & Monys Pit Beef & Pub,4757 South Orange Avenue,Orlando, Florida,32806,4078554006
Tombstone-Kraft Pizza Company,2815 Directors Row,Orlando, Florida,32809,4078509990
Tomver Goodies,7488 Hoffner Avenue,Orlando, Florida,32822,4076588550
Tongs Chinese Bar-B-Que,1224 East Colonial Drive,Orlando, Florida,32803,4078988855
Tony Roma's Famous for Ribs,7015 South Semoran Boulevard,Orlando, Florida,32822,4078577244
Tony Roma's Famous for Ribs,8550 International Drive,Orlando, Florida,32819,4072480094
Tony Roma's Famous for Ribs,11674 University Boulevard,Orlando, Florida,32817,4072073010
Tony Roma's Famous for Ribs,12167 South Apopka Vineland Ro,Orlando, Florida,32836,4072398040
Tonys Wings & Fish,8613 Forest City Road,Orlando, Florida,32810,4072938917
Toojays Gourmet Deli,2624 East Colonial Drive,Orlando, Florida,32803,4078941718
Toojays Gourmet Deli,7600 Dr Phillips Boulevard,Orlando, Florida,32819,4073550340
Toojays Gourmet Deli,715 North Alafaya Trail,Orlando, Florida,32828,4072499475
Top China,5270 West Colonial Drive,Orlando, Florida,32808,4072994256
Toppings Pizza,1708 North Goldenrod Road,Orlando, Florida,32807,4073843311
Trang Cafe,1202 East Colonial Drive,Orlando, Florida,32803,4078952409
Travel Plaza by Marriott,Sunshine State Parkway,Orlando, Florida,32801,4072983060
Treats Bakery Cafe,255 South Orange Avenue,Orlando, Florida,32801,4078723600
TREY YUEN Restaurant,6800 Visitors Circle,Orlando, Florida,32819,4073526822
Triple Eight Chinese Restaurant,2188 South Chickasaw Trail,Orlando, Florida,32825,4073822129
Tropical Grill,1811 South Semoran Boulevard,Orlando, Florida,32822,4072732600
Tropical Grill,2464 South Orange Avenue,Orlando, Florida,32806,4078437410
Tropical Paradise,5205 West Colonial Drive,Orlando, Florida,32808,4075787766
Tropical Restauant,2680 South Rio Grande Avenue,Orlando, Florida,32805,4075401336
Tropical Smoothie Cafe,7565 West Sand Lake Road,Orlando, Florida,32819,4072480707
Tropical Smoothie Cafe,10501 Blanchard Trail,Orlando, Florida,32801,4076581610
Tropigrill,8408 South Orange Blossom Trai,Orlando, Florida,32809,4078574849
Tropix Grill,8100 Lake Avenue,Orlando, Florida,32836,4072391144
Tuttamore Cafe,7555 West Sand Lake Road,Orlando, Florida,32819,4073522033
Two Fat Chefs,1375 South Semoran Boulevard,Orlando, Florida,32807,4072731333
U S Leader Restaurants,9439 Forest City Cove,Orlando, Florida,32801,4074457235
United Buffet,4000 East Colonial Drive,Orlando, Florida,32803,4072282899
Universal City Resort,5905 International Drive,Orlando, Florida,32819,4073512100
University Grille,12273 University Boulevard,Orlando, Florida,32817,4073823570
Van LOI,3725 South Orange Blossom Trai,Orlando, Florida,32839,4074810086
Vegas Cafe,1835 East Colonial Drive,Orlando, Florida,32803,4078985196
Ventura Country Club Community - Restaurant,3333 Woodgate Boulevard,Orlando, Florida,32822,4073801882
Viet Garden,1237 East Colonial Drive,Orlando, Florida,32803,4078964154
Vietnam Center,3371 Coe Avenue,Orlando, Florida,32806,7277680522
Vine Bistro,13001 Founders Square Drive,Orlando, Florida,32828,4073849939
Vinhs Restaurant,1231 East Colonial Drive,Orlando, Florida,32803,4078945007
Vitos Chop House,8633 International Drive,Orlando, Florida,32819,4073542467
Waffle House,5350 South Kirkman Road,Orlando, Florida,32819,4073510730
Waffle House,13073 South Orange Blossom Tra,Orlando, Florida,32837,4072404936
Waffle House,11749 East Colonial Drive,Orlando, Florida,32817,4073805447
Waffle House,8903 South Orange Blossom Trai,Orlando, Florida,32809,4078572953
Waffle House,6990 West Colonial Drive,Orlando, Florida,32818,4072938048
Waffle House,1736 McCoy Road,Orlando, Florida,32809,4078570455
Waffle House Restaurants,12805 State Road 535,Orlando, Florida,32836,4072396444
Washington Shores Fish Market,3593 Columbia Street,Orlando, Florida,32805,4072938614
Watercress Cafe,Wyndham Palace Resor,Orlando, Florida,32830,4078273440
Weenie Wagon,910 Lee Road,Orlando, Florida,32810,4075993911
Wendy's Old Fashioned Hamburgers - Longwood,11251 University Boulevard,Orlando, Florida,32817,4076718511
Wendy's Old Fashioned Hamburgers - Longwood,5824 Central Florida Parkway,Orlando, Florida,32821,4072394134
Western Steer Family Steakhouse,6315 International Drive,Orlando, Florida,32819,4073630677
Westernsizzlin,8700 South Orange Blossom Trai,Orlando, Florida,32809,4074382293
Westin Grand Bohemian Hotel,325 South Orange Avenue,Orlando, Florida,32801,4073139000
Wild Jacks Steaks & BBQ,7364 International Drive,Orlando, Florida,32819,4073524407
Wing Shack,4644 East Michigan Street,Orlando, Florida,32812,4073814798
Wing Shack,10028 University Blvd,Orlando, Florida,32817,4076771004
Wingers Wings & Grill,2100 Whisper Lakes Boulevard,Orlando, Florida,32837,4078545464
Wings Etc,1319 Florida Mall Avenue,Orlando, Florida,32809,4072404639
Wolfgang Puck Cafe - Downtown Disney,1482 East Buena Vista Drive,Orlando, Florida,32830,4079389653
Woodees Country Kitchen,1000 South Orange Blossom Trai,Orlando, Florida,32805,4074221045
World Cafe,5255 West Oak Ridge Road,Orlando, Florida,32819,4072480408
World Cafe International,6582 International Drive,Orlando, Florida,32819,4073702288
Wyndham Palace Resort & Spa,1900 North Buena Vista Drive,Orlando, Florida,32830,4078272727
Xtreme Juice,5816 Conroy Road,Orlando, Florida,32835,4072982433
Yen Yan Chinese Food,2724 South Chickasaw Trail,Orlando, Florida,32829,4076582639
Yourae Inc,4439 Edgewater Drive,Orlando, Florida,32804,4072900862
Zello Urban Cafe,2 South Orange Avenue,Orlando, Florida,32801,4075401150
Zuzus of Orlando,7536 Dr Phillips Boulevard,Orlando, Florida,32819,4079031222
